"Coupon code %s is not valid.","İndirim kupon kodu %s hatalı."
"Coupon code %s was applied.","İndirim kupon kodu %s uygulandı."
"Coupon code is empty.","İndirim kupon kodu boş."
"Coupon code was canceled.","İndirim kupon kodu iptal edildi."
"Creating a Template is allowed only for applications which have device type iPhone.","Tema oluşturma sadece iPhone tipi cihaz sahibi uygulamalarda geçerlidir."
"Credit Card Number","Kredi Kartı Numarası"
"Credit Card Type","Kredi Kartı Tipi"
"Credit card number does not match credit card type.","Kredi Kartı Numarası, Kredi Kartı Tipi ile eşleşmiyor."
"Current Password","Eski Şifre"
"Custom App Icon","Özel Uygulama İkonu"
"Custom Colors","Özel Renkler"
"Custom application icon","Özel uygulama ikonu"
"Customer authentication problem.","Müşteri girişinde sorun oluştu."
"Customer email not specified.","Müşteri e-mail adresi belirtilmedi."
"Customer logout problem.","Müşteri çıkış işleminde sorun oluştu."
"Customer not logged in.","Müşteri girişi yapılmadı."
"Date Created","Oluşturulma Tarihi"
"Date Submitted","Gönderilme Tarihi"
"Date Updated","Güncelleme Tarihi"
"Default Billing Address","Varsayılan Fatura Adresi"
"Default Shipping Address","Varsayılan Teslimat Adresi"
"Default Theme","Varsayılan Tema"
"Delete","Sil"
"Deleted","Silindi"
"Description","Açıklama"
"Description that appears in the iTunes App Store. 4000 chars maximum. ","iTunes App Store için uygulama açıklaması. En fazla 4000 karakter girebilirsiniz. "
"Design","Tasarım"
"Device","Cihaz"
"Device Information","Cihaz Bilgisi"
"Device Type","Cihaz Tipi"
"Device doesn\'t recognized. Unable to load a template.","Cihaz tanınamadı. Tema yüklenemedi."
"Device doesn\'t recognized: ""%s"". Unable to load a helper.","Cihaz tanınamadı : ""%s"". Helper yüklenemedi."
"Edit","Düzelt"
"Edit AirMail Message","AirMail Mesajını Düzenle"
"Edit AirMail Message Queue #%s","AirMail Mesaj Kuyruğu #%s"
"Edit App ""%s""","Uygulamayı Düzelt ""%s"""
"Edit Filter","Filtreyi Düzelt"
"Edit Template ""%s""","Temayı Düzelt ""%s"""
"Email","Email"
"Email Address","Email Adresi"
"Enable AirMail Message Push notification","AirMail Message Push uyarısını aç"
"Enable Flurry Analytics","Flurry Analizlerini Aç"
"Enable Flurry Analytics for the merchant.","Satıcı için Flurry Analizlerini aç."
"Enable Standard Checkout","Standart Alışveriş Tamamlamayı Etkinleştir"
"Error while processing file ""%s"".","""%s"" dosyası işlenirken sorun oluştu."
"Error while uploading file ""%s"".","""%s"" dosyası yüklenirken sorun oluştu."
"Error while uploading file ""%s"". Disallowed file type. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed.","""%s"" dosyası yüklenirken sorun oluştu. İzin verilmeyen dosya tipi. Sadece ""jpg"", ""jpeg"", ""gif"", ""png"" dosyalarına izin veriliyor."
"Error.","Hata."
"Expiration Date - Month","Son Kullanma Tarihi - Ay"
"Expiration Date - Year","Son Kullanma Tarihi - Yıl"
"Extensions","Uzantılar"
"FILTERS APPLIED","FİLTRELER UYGULANDI"
"Fax","Faks"
"File doesn\'t exist ""%s"".","Dosya bulunamıyor : ""%s""."
"First Name","Adı"
"Flurry Analytics","Flurry Analizleri"
"Flurry Analytics Site","Flurry Analizleri Sitesi"
"Flurry Api Code","Flurry Api Kodu"
"Fonts","Fontlar"
"Free","Ücretsiz"
"Funk Leaf","Funk Leaf"
"General","Genel"
"Get Activation Key","Etkinleştirme Anahtarını Al"
"Get Content from CMS Page","CMS Sayfasından İçerik Al"
"Grand Total (Excl. Tax)","Genel Toplam (Vergi hariç)"
"Grand Total (Incl. Tax)","Genel Toplam (Vergi dahil)"
"Guest","Misafir"
"Header Background Color","Başlık Arka Plan Rengi"
"Header Font Color","Başlık Yazı Rengi"
"Home","Ana Sayfa"
"Hot Red","Sıcak Kırmızı"
"ID","No"
"Icon that will appear on the user’s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).  Recommended size: 57px x 57px at 72 dpi.","Bu ikon uygulamayı yükleyen kullanıcıların cihazlarında gözükecektir.  Gradyan veya yumuşak gölge kullanmanıza gerek yoktur. Bu zaten Apple tarafından uygulanmaktadır. Tavsiye edilen boyut : 57px x 57px / 72 dpi."
"Icons","İkonlar"
"If leave this field empty, the message will be sent immediately","Bu alanı boş bırakırsanız mesaj hemen gönderilir."
"Image file was not found.","Resim dosyası bulunamadı."
"Image that appears on first screen while your app is loading. Required size: 320px x 460px.","Bu resim uygulamanın ilk ekranı olarak çıkacaktır. Gerekli Boyut : 320px x 460px."
"Images","Resimler"
"In Queue","Kuyrukta"
"In Stock","Stokta"
"In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","Uygulamanızı yeniden göndermeden önce, MagentoCommerce sitesinden bir  <a href=""%s"" target=""_blank"">%s</a> satın almalısınız"
"In order to submit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","Uygulamanızı göndermeden önce, MagentoCommerce sitesinden bir  <a href=""%s"" target=""_blank"">%s</a> satın almalısınız"
"Inactive Tabs","Pasif Sekmeler"
"Invalid XML.","Hatalı XML."
"Invalid current password.","Eski şifre hatalı."
"Invalid customer data.","Hatalı müşteri verisi."
"Invalid data.","Hatalı veri."
"Invalid email address.","Hatalı e-mail adresi."
"Invalid item or wishlist.","Ürün veya takip listesi hatalı."
"Invalid login or password.","Kullanıcı adı veya şifre hatalı."
"Invalid shipping method.","Hatalı teslimat yöntemi."
"Issue Number","Durum Numarası"
"It\'s not allowed to delete submitted application.","Gönderilmiş uygulama silinemez."
"Item has been added to cart.","Ürün, sepete eklendi."
"Item has been deleted from cart.","Ürün, sepetten silindi."
"Item has been removed from wishlist.","Ürün, takip listesinden çıkarıldı."
"Items were updated. But can\'t update wishlist.","Ürünler güncellendi. Ancak takip listesi güncellendi."
"Key","Anahtar"
"Keywords","Anahtar Kelimeler"
"Label","Ad"
"Large iTunes Icon","Geniş iTunes İkonu"
"Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Required size: 512px x 512px.","iTunes App Store için geniş ikon. Renk geçişi veya yumuşak kenar yapmanıza gerek yoktur. Bu efektler zaten uygulanacaktır. İstenen boyut : 512px x 512px."
"Last Name","Soyad"
"Loader Splash Screen","Yükleyici Ekranı"
"Log In","Giriş"
"Login and password are required.","Kullanıcı adı veya şifresi gereklidir."
"Logo in Header","Başlık Logosu"
"Logout complete.","Logout complete."
"MEP is PayPal`s native checkout experience for the iPhone. You can choose to use MEP alongside standard checkout, or use it as your only checkout method for Magento mobile. PayPal MEP requires a <a href=""%s"">PayPal business account</a>","MEP is PayPal`s native checkout experience for the iPhone. You can choose to use MEP alongside standard checkout, or use it as your only checkout method for Magento mobile. PayPal MEP requires a <a href=""%s"">PayPal business account</a>"
"Mailbox title","Mailbox title"
"Main Tabs","Main Tabs"
"Make Inactive","Make Inactive"
"Make this app available in the following territories","Make this app available in the following territories"
"Manage Apps","Manage Apps"
"Manage Mobile App","Manage Mobile App"
"Maximum length is 140","Maximum length is 140"
"Maximum length is 255","Maximum length is 255"
"Merchant Label","Merchant Label"
"Message Queue","Message Queue"
"Message Settings","Message Settings"
"Message Templates","Message Templates"
"Message Title","Message Title"
"Message Type","Message Type"
"Message can not be edited when it\'s status NOT is ""IN QUEUE"".","Message can not be edited when it\'s status NOT is ""IN QUEUE""."
"Message content","Message content"
"Message title","Message title"
"Messages cannot be sent more than %d times in an hour.","Messages cannot be sent more than %d times in an hour."
"Mobile","Mobile"
"More","More"
"More Info","More Info"
"More Tabs","More Tabs"
"Name on Card","Name on Card"
"Name that appears beneath your app when users install it to their device. We recommend choosing a name that is 10-12 characters and that your customers will recognize.","Name that appears beneath your app when users install it to their device. We recommend choosing a name that is 10-12 characters and that your customers will recognize."
"New AirMail Message","New AirMail Message"
"New AirMail Message Queue","New AirMail Message Queue"
"New App","New App"
"New Password","New Password"
"New Template","New Template"
"No items were specifed to update.","No items were specifed to update."
"No items were updated.","No items were updated."
"No product selected.","No product selected."
"No such file ""%s"".","No such file ""%s""."
"Not Submitted","Not Submitted"
"One or more keywords that describe your app. Keywords are matched to users` searches in the App Store and help return accurate search results. Separate multiple keywords with commas. 100 chars is maximum.","One or more keywords that describe your app. Keywords are matched to users` searches in the App Store and help return accurate search results. Separate multiple keywords with commas. 100 chars is maximum."
"Onepage checkout is disabled.","Onepage checkout is disabled."
"Only free apps are allowed in this version.","Only free apps are allowed in this version."
"Options menu items","Options menu items"
"POST data is not valid.","POST data is not valid."
"Pages","Pages"
"Password","Password"
"Password fields cannot be empty.","Password fields cannot be empty."
"PayPal Mobile Embedded Payment (MEP)","PayPal Mobile Embedded Payment (MEP)"
"Payment Method has been set.","Payment Method has been set."
"Payment Methods","Payment Methods"
"Payment method was successfully set.","Payment method was successfully set."
"Paypal Merchant Account Email.","Paypal Merchant Account Email."
"Paypal Merchant Account Username.","Paypal Merchant Account Username."
"Please Select Application","Please Select Application"
"Please Select Device Type","Please Select Device Type"
"Please agree to all the terms and conditions before placing the order.","Please agree to all the terms and conditions before placing the order."
"Please enter ""App Title"".","Please enter ""App Title""."
"Please enter issue number or start date for switch/solo card type.","Please enter issue number or start date for switch/solo card type."
"Please enter the Activation Key.","Please enter the Activation Key."
"Please enter the Copyright.","Please enter the Copyright."
"Please enter the Price.","Please enter the Price."
"Please enter the Resubmission Key.","Please enter the Resubmission Key."
"Please enter the Title.","Please enter the Title."
"Please make sure your passwords match.","Please make sure your passwords match."
"Please select at least one country.","Please select at least one country."
"Please upload  an image for ""App Background (landscape mode)"" field from Design Tab.","Please upload  an image for ""App Background (landscape mode)"" field from Design Tab."
"Please upload  an image for ""App Background (portrait mode)"" field from Design Tab.","Please upload  an image for ""App Background (portrait mode)"" field from Design Tab."
"Please upload  an image for ""App Background"" field from Design Tab.","Please upload  an image for ""App Background"" field from Design Tab."
"Please upload  an image for ""Banner on Home Screen"" field from Design Tab.","Please upload  an image for ""Banner on Home Screen"" field from Design Tab."
"Please upload  an image for ""Logo in Header"" field from Design Tab.","Please upload  an image for ""Logo in Header"" field from Design Tab."
"Preset Theme","Preset Theme"
"Preview","Preview"
"Price","Price"
"Price Font Color","Price Font Color"
"Primary Color","Primary Color"
"Primary Font Color","Primary Font Color"
"Problem changing or sending password.","Problem changing or sending password."
"Product Name3 ","Product Name3 "
"Product Name3 1","Product Name3 1"
"Product Name3 2","Product Name3 2"
"Product is unavailable.","Product is unavailable."
"Product was not specified.","Product was not specified."
"Product(s) currently out of stock.","Product(s) currently out of stock."
"Purchase Order Number","Purchase Order Number"
"Push Notification","Push Notification"
"Push Title","Push Title"
"Push message","Push message"
"Push title","Push title"
"Queue Date","Queue Date"
"Queue Message","Queue Message"
"Queue does not exist.","Queue does not exist."
"Quote instance is required.","Quote instance is required."
"Recommended size 1024px x 704px. Note: Image size affects the performance of your app.","Recommended size 1024px x 704px. Note: Image size affects the performance of your app."
"Recommended size 320px x 230px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Recommended size 320px x 230px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance."
"Recommended size 320px x 258px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Recommended size 320px x 258px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance."
"Recommended size 320px x 367px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance.","Recommended size 320px x 367px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance."
"Recommended size 320px x 410px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance.","Recommended size 320px x 410px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance."
"Recommended size 35px x 35px.","Recommended size 35px x 35px."
"Recommended size 480px x 250px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance.","Recommended size 480px x 250px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance."
"Recommended size 768px x 294px. Note: Image size affects the performance of your app.","Recommended size 768px x 294px. Note: Image size affects the performance of your app."
"Recommended size 768px x 960px. Note: Image size affects the performance of your app.","Recommended size 768px x 960px. Note: Image size affects the performance of your app."
"Regular and confirmation passwords must be equal","Regular and confirmation passwords must be equal"
"Related Product Background Color","Related Product Background Color"
"Reset","Reset"
"Reset Successful","Reset Successful"
"Resubmission Key","Resubmission Key"
"Resubmit","Resubmit"
"Resubmit App","Resubmit App"
"Resubmit Application","Resubmit Application"
"SORT BY:","SORT BY:"
"Save","Save"
"Save Theme","Save Theme"
"Save and Continue Edit","Save and Continue Edit"
"Save and Submit App","Save and Submit App"
"Save in address book","Save in address book"
"Screens:","Screens:"
"Scroll Background Color","Scroll Background Color"
"Search","Search"
"Secondary Color","Secondary Color"
"Secondary Font Color","Secondary Font Color"
"Select Template","Select Template"
"Selected product is unavailable.","Selected product is unavailable."
"Settings","Settings"
"Shipping address has been set.","Shipping address has been set."
"Shipping method has been set.","Shipping method has been set."
"Shop","Shop"
"Shopping cart is empty.","Shopping cart is empty."
"Sky Blue","Sky Blue"
"Some emails were not sent.","Some emails were not sent."
"Sorry, no payment options are available for this order at this time.","Sorry, no payment options are available for this order at this time."
"Sorry, no quotes are available for this order at this time.","Sorry, no quotes are available for this order at this time."
"Specified address does not exist.","Specified address does not exist."
"Specified invalid app code.","Specified invalid app code."
"Specified invalid data.","Specified invalid data."
"Specified item does not exist in wishlist.","Specified item does not exist in wishlist."
"Standard Checkout","Standard Checkout"
"Standard Checkout uses the checkout methods provided by Magento. Only inline payment methods are supported. (e.g PayPal Direct,  Authorize.Net, etc.)","Standard Checkout uses the checkout methods provided by Magento. Only inline payment methods are supported. (e.g PayPal Direct,  Authorize.Net, etc.)"
"Start Date","Start Date"
"Start Date - Month","Start Date - Month"
"Start Date - Year","Start Date - Year"
"State/Province","State/Province"
"Status","Status"
"Store View","Store View"
"Store logo that is displayed on copyright page of app. Preferred size: 100px x 100px.","Store logo that is displayed on copyright page of app. Preferred size: 100px x 100px."
"Store logo that will be displayed on copyright page of application ","Store logo that will be displayed on copyright page of application "
"Street Address","Street Address"
"Street Address 2","Street Address 2"
"Submission","Submission"
"Submission Fields","Submission Fields"
"Submission History","Submission History"
"Submit","Submit"
"Submit App","Submit App"
"Submit App ""%s""","Submit App ""%s"""
"Submit App failure. %s","Submit App failure. %s"
"Submit App failure. Invalid activation key provided","Submit App failure. Invalid activation key provided"
"Submit Application","Submit Application"
"Submitted","Submitted"
"Subtotal (Excl. Tax)","Subtotal (Excl. Tax)"
"Subtotal (Incl. Tax)","Subtotal (Incl. Tax)"
"T-Shirts","T-Shirts"
"Tabs","Tabs"
"Telephone","Telephone"
"Tell a Friend","Tell a Friend"
"Tell a Friend is disabled.","Tell a Friend is disabled."
"Tell a Friend link has been sent.","Tell a Friend link has been sent."
"Template","Template"
"Template Content","Template Content"
"Template Name","Template Name"
"Template creation is allowed only for applications which have device type iPhone, but this kind of applications has not been found.","Template creation is allowed only for applications which have device type iPhone, but this kind of applications has not been found."
"Template does not exist.","Template does not exist."
"Template for new AirMail Message does not exist.","Template for new AirMail Message does not exist."
"Template has been deleted.","Template has been deleted."
"Thank you for registering!","Thank you for registering!"
"Thank you for your purchase! ","Thank you for your purchase! "
"The Mailbox title will be shown in the More Info tab. To understand more about the title, please <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">click here</a>","The Mailbox title will be shown in the More Info tab. To understand more about the title, please <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">click here</a>"
"Theme has been saved.","Theme has been saved."
"Theme name is not set.","Theme name is not set."
"There were some problems with the data.","There were some problems with the data."
"This email address was not found in our records.","This email address was not found in our records."
"This icon will be  used for users’ devices in case if different than AppSore icon needed. ","This icon will be  used for users’ devices in case if different than AppSore icon needed. "
"This is the description that will appear in the iTunes marketplace. ","This is the description that will appear in the iTunes marketplace. "
"This is the name that will appear beneath your app when users install it to their device.  .  We recommend choosing a name that is 10-12 characters in length, and that your customers will recognize.","This is the name that will appear beneath your app when users install it to their device.  .  We recommend choosing a name that is 10-12 characters in length, and that your customers will recognize."
"This will appear in the info section of your App (example:  Copyright 2010 – Your Company, Inc.)","This will appear in the info section of your App (example:  Copyright 2010 – Your Company, Inc.)"
"Title","Title"
"Title bar","Title bar"
"To activate PayPal MEP payment method activate Express checkout first. ","To activate PayPal MEP payment method activate Express checkout first. "
"Total incl. Tax: %1$s","Total incl. Tax: %1$s"
"Unable to cancel queue.","Unable to cancel queue."
"Unable to collect cart totals.","Unable to collect cart totals."
"Unable to delete queue.","Unable to delete queue."
"Unable to find an app to delete.","Unable to find an app to delete."
"Unable to find template to delete.","Unable to find template to delete."
"Unable to get shipping methods list.","Unable to get shipping methods list."
"Unable to initialize MEP Checkout.","Unable to initialize MEP Checkout."
"Unable to load application form.","Unable to load application form."
"Unable to load product info.","Unable to load product info."
"Unable to place the order.","Unable to place the order."
"Unable to process preview.","Unable to process preview."
"Unable to save app.","Unable to save app."
"Unable to save message.","Unable to save message."
"Unable to save shipping address.","Unable to save shipping address."
"Unable to save shipping method.","Unable to save shipping method."
"Unable to save template.","Unable to save template."
"Unable to start MEP Checkout.","Unable to start MEP Checkout."
"Undefined","Undefined"
"Unknown Error","Unknown Error"
"Unknown Error.","Unknown Error."
"Update Preview","Update Preview"
"Urban Airship Push Notification","Urban Airship Push Notification"
"Use as my default billing address","Use as my default billing address"
"Use as my default shipping address","Use as my default shipping address"
"Username","Username"
"Users will see this image as the first screen while your application is loading.  It is a 320x460 image.","Users will see this image as the first screen while your application is loading.  It is a 320x460 image."
"View Details","View Details"
"View Gallery","View Gallery"
"Website is offline.","Website is offline."
"Wishlist has been cleared.","Wishlist has been cleared."
"Wishlist has been updated.","Wishlist has been updated."
"Wishlist has been updated. But there are accrued some errors while updating some items.","Wishlist has been updated. But there are accrued some errors while updating some items."
"Wrong Android background image orientation has been specified: ""%s"".","Wrong Android background image orientation has been specified: ""%s""."
"Wrong Ipad background image orientation has been specified: ""%s"".","Wrong Ipad background image orientation has been specified: ""%s""."
"Wrong device type.","Wrong device type."
"Wrong email format","Wrong email format"
"Wrong theme format.","Wrong theme format."
"You are already logged in.","You are already logged in."
"You can set any additional countries added by Apple Store.","You can set any additional countries added by Apple Store."
"You can set any price you want for your app, or you can give it away for free. Most apps range from $0.99 - $4.99","You can set any price you want for your app, or you can give it away for free. Most apps range from $0.99 - $4.99"
"You can watch statistics here.","You can watch statistics here."
"You will receive an order confirmation email with details of your order and a link to track its progress.","You will receive an order confirmation email with details of your order and a link to track its progress."
"Your order # is: %s. ","Your order # is: %s. "
"Zip/Postal Code","Zip/Postal Code"
"and","and"
"each","each"
"iPad","iPad"
"iPhone","iPhone"
"save","save"
